ST # ;ROAD;PC;WARD;PLAN;LOT;CONTRACTOR ;BLG TYPE ;MUNICIPALITY ;DESCRIPTION;D.U.;VALUE;FT2;PERMIT#;APPL. TYPE;ISSUED DATE
2147  ;LOYOLA AVE ;K1J7W3;Ward 11;4M-;;CONTRACTOR UNKNOWN;Institutional;Gloucester;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008423;Construction; 2020-oct-22
2159  ;NANTES ST ;K4A4C4;Ward 19;;;CONTRACTOR UNKNOWN;Institutional;Cumberland;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008424;Construction; 2020-oct-22
6025  ;LONGLEAF DR ;K1W1J2;Ward 2;4M1061;;CONTRACTOR UNKNOWN;Institutional;Gloucester;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008425;Construction; 2020-oct-22
500  ;MILLENNIUM BLVD ;K4A4X3;Ward 19;4M-1171;;CHORLEY + BISSET CONSULTING ENGINEERS;Institutional;Cumberland;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008426;Construction; 2020-oct-22
3395  ;D'AOUST AVE ;K1T4A8;Ward 10;;8;CHORLEY + BISSET CONSULTING ENGINEERS;Institutional;Gloucester;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008427;Construction; 2020-oct-22
2445  ;ST-LAURENT, BOULEVARD  ;K1G6C3;Ward 10;4M-;1;CHORLEY + BISSET CONSULTING ENGINEERS;Institutional;Old Ottawa;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008428;Construction; 2020-oct-22
1659  ;BEARBROOK RD ;K1B4N3;Ward 2;4M-;;CHORLEY + BISSET CONSULTING ENGINEERS;Institutional;Gloucester;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system;0;0;0;2008429;Construction; 2020-oct-22
1655  ;BEARBROOK RD ;K1B4N3;Ward 2;4M-;;CHORLEY + BISSET CONSULTING ENGINEERS;Institutional;Gloucester;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008430;Construction; 2020-oct-22
307  ;MONTGOMERY ST ;K1L7W8;Ward 12;29;;CHORLEY + BISSET CONSULTING ENGINEERS;Institutional;Vanier;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008431;Construction; 2020-oct-22
565  ;WEST HUNT CLUB RD ;K2G5W5;Ward 9;4M-;;FULL SPEED BUILDERS;Retail;Nepean;Interior alterations in a 1 storey retail building;0;120 000;5005;2008432;Construction; 2020-oct-22
2093  ;BEL-AIR DR ;K2C0X2;Ward 8;4M-;26 & 27;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply of an institutional building;0;0;0;2008433;Construction; 2020-oct-22
140  ;GENEST ST ;K1L7Y9;Ward 12;M36;90-95;CONTRACTOR UNKNOWN;Institutional;Vanier;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008434;Construction; 2020-oct-22
159  ;CHESTERTON DR ;K2E7E6;Ward 9;4M344;;CONTRACTOR UNKNOWN;Institutional;Nepean;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply of an institutional building;0;0;0;2008435;Construction; 2020-oct-22
837  ;QUINLAN RD ;K1G1R8;Ward 18;643;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008436;Construction; 2020-oct-22
339  ;WILBROD ST ;K1N6M4;Ward 12;6;27-28;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply of an institutional building;0;0;0;2008437;Construction; 2020-oct-22
135  ;ALICE ST ;K1L7X5;Ward 12;M36;81-88;CHORLEY + BISSET CONSULTING ENGINEERS;Institutional;Vanier;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008438;Construction; 2020-oct-22
119  ;OSGOODE ST ;K1N6S3;Ward 12;14349;7 to 10;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply and fire protection system of an institutional building;0;0;0;2008440;Construction; 2020-oct-22
1917  ;GARDENWAY DR ;K4A2Y7;Ward 19;4M-;;CONTRACTOR UNKNOWN;Institutional;Cumberland;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply of an institutional building;0;0;0;2008441;Construction; 2020-oct-22
133  ;WESTAR FARM WAY ;K0A1B0;Ward 21;4M1623;4;GRIZZLY HOMES;Single;Goulbourn;Construct a 1 storey detached dwelling;1;687 609;4112;2008442;Construction; 2020-oct-22
42  ;THUNDERBIRD CRES ;K2M2V7;Ward 23;4M-1037;34;CONTRACTOR UNKNOWN;Single;Kanata;Construct a deck (rear yard);0;25 000;441;2008443;Construction; 2020-oct-22
161  ;MINOTERIE, COTE DE LA  ;;Ward 19;4M1539;78;CONTRACTOR UNKNOWN;Single;Cumberland;Install an enclosure for an inground pool (rear yard);0;0;0;2008444;Pool Enclosure; 2020-oct-22
1025  ;RICHMOND RD ;K2B8G8;Ward 7;169;;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Exterior alterations in a 29 storey apartment building (unit 107);0;10 000;150;2008445;Construction; 2020-oct-22
1660  ;PRINCE OF WALES DR ;K2C1P4;Ward 16;4M-;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;Remove and replace Photovoltaic system on roof of an elementry school (Carleton Heights Public School);0;30 000;10333;2008447;Construction; 2020-oct-22
16  ;HONFLEUR, RUE DE  ;;Ward 19;4M1610;22;***CONTRACTOR***;Single;Cumberland;Install an enclosure for an in ground pool (rear yard);0;0;0;2008448;Pool Enclosure; 2020-oct-22
176  ;RUSSELL AVE ;K1N7X4;Ward 12;81868;28;ZINN RICHARDSON CONSTRUCTION INC;Apartment;Old Ottawa;PLUMBING ONLY- underground plumbing rough-in for future bathroom, sink and laundry (both sides) of a 4 Unit residential building.;0;9 000;10;2008449;Construction; 2020-oct-22
178  ;RUSSELL AVE ;K1N7X4;Ward 12;81868;28;ZINN RICHARDSON CONSTRUCTION INC;Apartment;Old Ottawa;PLUMBING ONLY- underground plumbing rough-in for future bathroom, sink and laundry (both sides) of a 4 Unit residential building.;0;9 000;10;2008449;Construction; 2020-oct-22
881  ;LADY ELLEN PL ;K1Z5L3;Ward 16;387939;13, 14, 15;CONTRACTOR UNKNOWN;Office;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device;0;0;0;2008451;Construction; 2020-oct-23
30  ;ROCHESTER ST ;K1R7V3;Ward 14;13;7;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device (DCW and Fire Protection);0;0;0;2008452;Construction; 2020-oct-23
724  ;CHORUS DR ;K4M0L8;Ward 22;4M-;88;CLARIDGE HOMES (RIVERS EDGE SOUTH) INC;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Cumberland 2018 B;1;376 913;2254;2008454;Construction; 2020-oct-23
44  ;FIELDCREST AVE ;K2J4Y8;Ward 3;1082;21;CONTRACTOR UNKNOWN;Single;Nepean;Exterior alterations to a 2 storey detached dwelling (Foundation Repair);0;6 000;15;2008455;Construction; 2020-oct-23
88  ;BIG DIPPER ST ;K4M0L9;Ward 22;4M-;54;CLARIDGE HOMES (RIVERS EDGE SOUTH) INC;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Colvin 2018 B;1;406 344;2430;2008456;Construction; 2020-oct-23
835  ;RIDDELL AVE N;K2A2V8;Ward 7;303;17;CONTRACTOR UNKNOWN;Semi - Detached;Old Ottawa;Construct a 2 storey semi-detached dwelling;2;777 540;4650;2008457;Construction; 2020-oct-23
837  ;RIDDELL AVE N;K2A2V8;Ward 7;303;17;CONTRACTOR UNKNOWN;Semi - Detached;Old Ottawa;Construct a 2 storey semi-detached dwelling;2;777 540;4650;2008457;Construction; 2020-oct-23
1150  ;MORRISON DR ;K2H8S9;Ward 8;447761;;CANADIAN CONSTRUCTION CORE LTD.;Office;Old Ottawa;Interior alterations on the second floor of a four storey office building (Sonography Canada);0;40 000;1916;2008458;Construction; 2020-oct-23
219  ;ZINNIA WAY ;K4M0K8;Ward 22;4M-;209;CLARIDGE HOMES (RIVERS EDGE SOUTH) INC;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Cumberland 2018 D;1;376 913;2254;2008459;Construction; 2020-oct-23
70  ;LAURIER AVE E;K1N6N6;Ward 12;3350;18 AND 19;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device on the fire protection system and re-locate existing premise isolation backflow prevention device on the domestic water supply (Hamelin Hall, University of Ottawa);0;0;0;2008460;Construction; 2020-oct-23
1930  ;MONTREAL, CHEMIN DE  ;K1J6N2;Ward 11;4M-;;CONTRACTOR UNKNOWN;Office;Gloucester;Install a premise isolation backflow prevention device on a domestic cold water supply and fire protection system in a 1 storey commercial building;0;0;0;2008461;Construction; 2020-oct-23
115  ;SERAPHIN MARION PRIV ;K1N6N5;Ward 12;6;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic water supply (Hagen Hall, University of Ottawa);0;0;0;2008462;Construction; 2020-oct-23
125  ;HEIRLOOM ST ;K4M0L3;Ward 22;4M-;78;CLARIDGE HOMES (RIVERS EDGE SOUTH) INC;Single;Gloucester;Construct a 2 Storey Single with attached garage  Model: Baker 2018 B;1;354 840;2122;2008463;Construction; 2020-oct-23
57  ;LOUIS PASTEUR PRIV ;K1N6N5;Ward 12;4M-;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device on the domestic water supply and fire protection system (Fauteux Hall, University of Ottawa);0;0;0;2008464;Construction; 2020-oct-23
157  ;LAURIER AVE E;K1N1K5;Ward 12;4M-;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device on the fire protection system (Hyman Soloway, University of Ottawa);0;0;0;2008465;Construction; 2020-oct-23
556  ;PENNYCROSS LANE ;K0A1L0;Ward 5;4M1214;28;BAKER, MURRAY;Detached Garage/Shed;West Carleton;Construct a detached garage (rear yard);0;20 000;576;2008466;Construction; 2020-oct-23
16  ;QUEEN MARY ST ;K1K1Y2;Ward 13;318;116&117;RE HUBERT HEATING LTD.;Single;Old Ottawa;Install a wood burning fireplace insert and chimney liner on the 1st floor of a 2 storey detached dwelling;0;5 494;0;2008467;Construction; 2020-oct-23
38  ;STEWART ST ;K1N6N5;Ward 12;6;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic water supply;0;0;0;2008468;Construction; 2020-oct-23
89  ;HOLLAND AVE ;K1Y0Y1;Ward 15;4M-;;CONTRACTOR UNKNOWN;Mixed;Old Ottawa;Interior alterations on the 1st and 2nd floors of a 2 storey mixed use building (Medical Clinic and 1 Residential Unit);0;100 000;1378;2008469;Construction; 2020-oct-23
358  ;FIFTH AVE ;K1S2N8;Ward 17;33446;10;CONTRACTOR UNKNOWN;Semi - Detached;Old Ottawa;Remove and replace 2 storey deck on a 2 storey semi-detached dwelling (front yard);0;10 000;39;2008470;Construction; 2020-oct-23
1101  ;YORKS CORNERS RD ;K0A1V0;Ward 20;4M-;;CONTRACTOR UNKNOWN;Farm;Osgoode;Construct a storage barn (100' x 40');0;175 000;4000;2008471;Construction; 2020-oct-23
1601  ;TELESAT CRT ;K1B5P4;Ward 11;4M-;;CONTRACTOR UNKNOWN;Office;Gloucester;Install a premise isolation backflow prevention device on a domestic cold water supply and fire protection system in a 4 storey office building;0;0;0;2008472;Construction; 2020-oct-23
846  ;ROCKSON CRES ;K2S0S6;Ward 6;4M1447;161;CONTRACTOR UNKNOWN;Detached Garage/Shed;Goulbourn;Construct a shed (side yard);0;8 000;205;2008473;Construction; 2020-oct-23
18  ;KINGBIRD CRT ;K2M2X7;Ward 23;4M-1126;;BUILDABLE;Single;Kanata;PLUMBING ONLY- move plumbing within existing bathroom;0;0;0;2008474;Construction; 2020-oct-23
1939  ;PORTOBELLO BLVD ;K4A4W9;Ward 19;4M1087;;ODD JOBS;Retail;Cumberland;Interior alterations to create two units in a 1 storey retail building;0;40 000;603;2008475;Construction; 2020-oct-23
40  ;STEWART ST ;K1N6N5;Ward 12;6;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic water supply;0;0;0;2008476;Construction; 2020-oct-23
519  ;MELBOURNE AVE ;;Ward 15;204;22 to 26;UNIFORM URBAN DEVELOPMENTS LTD.;Single;Old Ottawa;Construct a 2 storey detached dwelling with attached garage;1;376 914;2674;2008477;Construction; 2020-oct-23
1556  ;MICHAEL ST ;K1B3T7;Ward 18;4M-;;MR. ROOTER;Retail;Old Ottawa;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply;0;0;0;2008478;Construction; 2020-oct-23
2882  ;ST-JOSEPH, BOULEVARD  ;K1C1G7;Ward 2;4M-;;MR ROOTER PLUMBING;Retail;Gloucester;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply of a 1 storey retail building (Orleans Dental Clinic);0;0;0;2008479;Construction; 2020-oct-23
19 B ;MILLFORD AVE ;;Ward 9;378656;361;CONTRACTOR UNKNOWN;Single;Nepean;Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling;1;50 000;1184;2008480;Construction; 2020-oct-23
19  ;MILLFORD AVE ;K2G1C1;Ward 9;378656;361;CONTRACTOR UNKNOWN;Single;Nepean;Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling;1;50 000;1184;2008480;Construction; 2020-oct-23
3900  ;INNES RD ;K1W1K9;Ward 2;;;CONTRACTOR UNKNOWN;Retail;Gloucester;Interior alterations to a large building (wine rack in wal-mart);0;90 000;788;2008481;Construction; 2020-oct-23
2426  ;GEORGINA DR ;K2B7M7;Ward 7;426858;39;CONTRACTOR UNKNOWN;Detached Garage/Shed;Old Ottawa;Construct a gazebo (rear yard);0;13 000;248;2008482;Construction; 2020-oct-23
311  ;FINIAL WAY ;;Ward 3;4M-1658;69;GLENVIEW HOMES (CEDARVIEW) LTD;Single;Nepean;Construct a 2 Storey Single with attached garage  Model: 30-02 2018 Corner E;1;275 578;1648;2008483;Construction; 2020-oct-23
19  ;CHAMPLAIN AVE ;K1M1E5;Ward 13;74;9;CONTRACTOR UNKNOWN;Demolition;Old Ottawa;Demolish a 2 storey detached dwelling;-1;5 000;-2000;2008484;Demolition; 2020-oct-23
17  ;CHAMPLAIN AVE ;;Ward 13;74;9;CONTRACTOR UNKNOWN;Semi - Detached;Old Ottawa;Construct a 3 storey semi-detached dwelling;2;1 078 756;6451;2008485;Construction; 2020-oct-23
19  ;CHAMPLAIN AVE ;K1M1E5;Ward 13;74;9;CONTRACTOR UNKNOWN;Semi - Detached;Old Ottawa;Construct a 3 storey semi-detached dwelling;2;1 078 756;6451;2008485;Construction; 2020-oct-23
2  ;THOMAS FULLER DR ;K2W1A4;Ward 5;4M494;30;CONTRACTOR UNKNOWN;Single;Kanata;Construct a 1 storey single family dwelling;1;551 826;3300;2008486;Construction; 2020-oct-23
550  ;CUMBERLAND ST ;K1N6N5;Ward 12;2275;1-5;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device on the fire protection system (Taberet Hall, University of Ottawa);0;0;0;2008487;Construction; 2020-oct-23
1581  ;GREENBANK RD ;K2J4Y6;Ward 3;4M-;;CONTRACTOR UNKNOWN;Retail;Nepean;Interior alterations in a 1 storey retail building (preperation for farm boy fit-up permit);0;350 000;0;2008488;Construction; 2020-oct-23
28  ;COLLINGWOOD CRES ;K2K2G7;Ward 4;4M-625;70;OGC LTD.;Single;Kanata;Interior alterations in a 2 storey detached dwelling (basement);0;9 000;267;2008489;Construction; 2020-oct-23
369  ;WEST HUNT CLUB RD ;K2E1A6;Ward 9;4M-;;PENNEX BACKFLOW PREVENTION;Retail;Nepean;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply of a 1 storey commercial building;0;1 000;1;2008490;Construction; 2020-oct-23
2145  ;ROBERTSON RD ;K2H5Z2;Ward 8;4M-;;CONTRACTOR UNKNOWN;Retail;Nepean;Interior alterations in a 1 storey retail building (Tim Hortons);0;185 000;1658;2008491;Construction; 2020-oct-23
145  ;SERAPHIN MARION PRIV ;K1N6N5;Ward 12;6;;CONTRACTOR UNKNOWN;Office;Old Ottawa;PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic water supply;0;0;0;2008492;Construction; 2020-oct-23
1  ;STEWART ST ;K1N6N5;Ward 12;6;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic water supply;0;0;0;2008493;Construction; 2020-oct-23
30  ;MIKA ST ;K2S1K8;Ward 6;4M-756;148;CONTRACTOR UNKNOWN;Single;Goulbourn;Finish the basement in a 1 storey detached dwelling;0;15 000;1558;2008494;Construction; 2020-oct-23
233  ;CASTLEFRANK RD ;K2L1T4;Ward 23;887;929;BUILDAMA CONSTRUCTION;Single;Kanata;Construct an attached garage to a 1 storey detached dwelling;0;35 000;416;2008495;Construction; 2020-oct-23
111  ;WELLINGTON ST ;K1A0A4;Ward 14;4R1730;;PCL/ED, A JOINT VENTURE;Office;Old Ottawa;Interior alterations to a 6 storey government building (Centre Block Rehabilitation);0;1 150 000;8213;2008496;Construction; 2020-oct-23
143  ;SERAPHIN MARION PRIV ;K1N6N5;Ward 12;6;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device on the domestic water supply;0;0;0;2008497;Construction; 2020-oct-23
1879  ;ROBERTSON RD ;K2H5B7;Ward 8;4M-;;CONTRACTOR UNKNOWN;Retail;Nepean;Interior alterations in a 1 storey retail building (Tim Horton's);0;185 000;285;2008498;Construction; 2020-oct-23
1655  ;CHAMPNEUF DR ;K1C4V7;Ward 2;4M453;30;MR. FOUNDATION INC.;Single;Gloucester;Interior/ exterior alterations to install an egress window in the basement of a 2 storey detached dwelling;0;6 000;1;2008499;Construction; 2020-oct-23
303  ;TERRY FOX DR ;K2K3J1;Ward 4;4M1096;;MP LUNDY CONSTRUCTION;Office;Kanata;Interior alteations in a 5 storey office building;0;987 300;3681;2008500;Construction; 2020-oct-23
865  ;SHEFFORD RD ;K1J1H9;Ward 11;4M-;15;MR ROOTER PLUMBING;Industrial;Gloucester;PLUMBING ONLY- Install a premise isolation backflow prevention device on the domestic cold water supply of a 2 storey office building;0;0;0;2008501;Construction; 2020-oct-23
133  ;SERAPHIN MARION PRIV ;K1N6N5;Ward 12;6;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device on the domestic water supply and fire protection system (Academic Hall, University of Ottawa);0;0;0;2008502;Construction; 2020-oct-23
135  ;SERAPHIN MARION PRIV ;K1N6N5;Ward 12;6;;CONTRACTOR UNKNOWN;Institutional;Old Ottawa;PLUMBING ONLY: To install a Premise Isolation Backflow Prevention Device on the domestic water supply and fire protection system (Academic Hall, University of Ottawa);0;0;0;2008502;Construction; 2020-oct-23
154  ;OSGOODE ST ;K1N6S6;Ward 12;4M-;23-27;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Interior alterations to a 3 storey rooming house - total of 32 rooms (occupy the basement, add 3 piece washrooms in each room, relocate shared kitchen);0;750 000;9795;2008503;Construction; 2020-oct-23
156  ;OSGOODE ST ;K1N6S6;Ward 12;4M-;23-27;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Interior alterations to a 3 storey rooming house - total of 32 rooms (occupy the basement, add 3 piece washrooms in each room, relocate shared kitchen);0;750 000;9795;2008503;Construction; 2020-oct-23
158  ;OSGOODE ST ;K1N6S6;Ward 12;4M-;23-27;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Interior alterations to a 3 storey rooming house - total of 32 rooms (occupy the basement, add 3 piece washrooms in each room, relocate shared kitchen);0;750 000;9795;2008503;Construction; 2020-oct-23
160  ;OSGOODE ST ;K1N6S6;Ward 12;4M-;23-27;CONTRACTOR UNKNOWN;Apartment;Old Ottawa;Interior alterations to a 3 storey rooming house - total of 32 rooms (occupy the basement, add 3 piece washrooms in each room, relocate shared kitchen);0;750 000;9795;2008503;Construction; 2020-oct-23
6649  ;WOODSTREAM DR ;K4P0B2;Ward 20;4M-1305;38;***CONTRACTOR***;Single;Osgoode;Construct a deck (rear yard);0;20 000;900;2008505;Construction; 2020-oct-23
1891  ;MONTEREAU AVE ;K1C5X3;Ward 2;4M-497;80;DC CONTRACTING LTD.;Single;Gloucester;Install an enclosure for an in ground pool (rear yard);0;0;0;2008506;Pool Enclosure; 2020-oct-23
1390  ;MOUNTAINSIDE CRES ;K1E3H5;Ward 1;50M-87;1;MERMAID POOLS (MERIVALE);Single;Cumberland;Install an enclosure for a semi-in ground pool (rear yard);0;0;0;2008507;Pool Enclosure; 2020-oct-23
487  ;LAWLER CRES ;K4A3Y4;Ward 1;4M-940;;CONTRACTOR UNKNOWN;Rowhouse;Cumberland;Interior alterations to a 2 storey rowhouse dwelling (basement washroom);0;4 000;100;2008508;Construction; 2020-oct-23
29  ;ORVILLE ST ;K2S1M6;Ward 6;715;63 & 64;TIMMINS, PAUL;Single;Goulbourn;Construct a 1 storey addition and alterations in the kitchen of a 1 storey detached dwelling;0;132 339;612;2008509;Construction; 2020-oct-23
445  ;PICCADILLY AVE ;K1Y0H5;Ward 15;408;;I-CON PROJECT MANAGEMENT INC;Single;Old Ottawa;Construct a 2 storey detached dwelling;1;773 114;6161;2008511;Construction; 2020-oct-26
